,zipcode,Population,No_Married(%),Widowed(%),Divorced(%),Separated(%),Never_Married(%),No_Married,Widowed,Divorced,Separated,Never_Married,Number_Households,Precent_Distribution_Housesholds,Median_Income_Households
0,83501,28808,52.0,6.7,13.5,1.1,26.7,1498016.0,193013.6,388908.0,31688.8,769173.6,14476,14476,52285
1,83822,1625,52.1,8.2,14.2,2.0,23.5,84662.5,13325.0,23075.0,3250.0,38187.5,799,799,45293
2,83824,249,39.0,9.6,15.7,3.6,32.1,9711.0,2390.4,3909.3,896.4,7992.9,99,99,32292
3,83832,1196,66.9,2.6,9.4,0.2,21.0,80012.4,3109.6,11242.4,239.2,25116.0,590,590,64375
4,83851,1339,48.8,9.0,16.5,2.8,22.9,65343.2,12051.0,22093.5,3749.2,30663.1,649,649,37216
5,83855,1625,56.5,7.6,10.6,1.2,24.2,91812.5,12350.0,17225.0,1950.0,39325.0,867,867,49177
6,83870,268,35.4,11.2,14.6,1.5,37.3,9487.2,3001.6,3912.8,402.0,9996.4,120,120,40536
7,83872,528,72.3,4.5,7.6,0.0,15.5,38174.4,2376.0,4012.8,0.0,8184.0,259,259,99886
8,97031,15231,51.4,5.8,10.4,1.2,31.3,782873.4,88339.8,158402.4,18277.2,476730.3,7227,7227,57655
9,97828,2610,56.6,10.5,13.7,1.5,17.6,147726.0,27405.0,35757.0,3915.0,45936.0,1417,1417,47694
10,97835,248,64.9,2.4,12.1,0.0,20.6,16095.2,595.2,3000.8,0.0,5108.8,119,119,48854
11,97862,8836,51.6,6.3,14.4,1.1,26.6,455937.6,55666.8,127238.4,9719.6,235037.6,4238,4238,46297
12,98001,26042,52.6,3.9,11.2,1.2,31.1,1369809.2,101563.8,291670.4,31250.4,809906.2,11097,11097,77083
13,98002,26350,43.0,6.3,15.7,2.1,32.9,1133050.0,166005.0,413695.0,55335.0,866915.0,13111,13111,51086
14,98003,38961,41.0,6.5,12.9,1.8,37.9,1597401.0,253246.5,502596.9,70129.8,1476621.9,18279,18279,53023
15,98004,29162,57.5,4.2,8.6,0.9,28.8,1676815.0,122480.4,250793.2,26245.8,839865.6,16006,16006,117321
16,98005,15603,59.2,3.6,10.6,0.9,25.7,923697.6,56170.8,165391.8,14042.7,400997.1,7761,7761,101134
17,98006,30302,63.4,4.2,7.8,0.8,23.8,1921146.8,127268.4,236355.6,24241.6,721187.6,13356,13356,126601
18,98007,23206,53.7,3.7,7.3,1.5,33.6,1246162.2,85862.2,169403.8,34809.0,779721.6,10974,10974,87207
19,98008,20122,61.3,6.9,7.2,0.5,24.1,1233478.6,138841.8,144878.4,10061.0,484940.2,9075,9075,95783
20,98010,4189,60.4,2.1,11.5,0.8,25.1,253015.6,8796.9,48173.5,3351.2,105143.9,1961,1961,90233
21,98011,26514,53.4,5.1,12.0,1.3,28.2,1415847.6,135221.4,318168.0,34468.2,747694.8,13183,13183,86490
22,98012,48422,60.8,3.1,10.1,1.0,25.0,2944057.6,150108.2,489062.2,48422.0,1210550.0,22394,22394,93267
23,98014,6018,61.3,2.8,10.7,1.2,24.0,368903.4,16850.4,64392.6,7221.6,144432.0,2762,2762,99769
24,98019,9355,62.4,2.7,7.7,0.6,26.5,583752.0,25258.5,72033.5,5613.0,247907.5,4175,4175,120371
25,98020,17458,53.1,7.5,13.0,0.6,25.8,927019.8,130935.0,226954.0,10474.8,450416.4,8650,8650,89775
26,98021,24307,63.1,4.6,8.3,1.1,22.8,1533771.7,111812.2,201748.1,26737.7,554199.6,10684,10684,110346
27,98022,17769,53.0,6.2,14.0,1.3,25.5,941757.0,110167.8,248766.0,23099.7,453109.5,8520,8520,65296
28,98023,40570,52.8,3.9,9.8,2.5,31.1,2142096.0,158223.0,397586.0,101425.0,1261727.0,17803,17803,75824
29,98024,4940,68.3,1.4,10.3,0.7,19.3,337402.0,6916.0,50882.0,3458.0,95342.0,2153,2153,129053
30,98026,30823,53.5,4.7,10.3,1.4,30.1,1649030.5,144868.1,317476.9,43152.2,927772.3,14287,14287,83965
31,98027,23751,60.1,3.6,11.2,0.6,24.4,1427435.1,85503.6,266011.2,14250.6,579524.4,11304,11304,108565
32,98028,17823,60.2,3.3,10.3,0.8,25.4,1072944.6,58815.9,183576.9,14258.4,452704.2,8644,8644,96277
33,98029,20883,64.5,4.6,10.1,0.8,19.9,1346953.5,96061.8,210918.3,16706.4,415571.7,10786,10786,112833
34,98030,28851,47.9,5.0,8.1,1.3,37.7,1381962.9,144255.0,233693.1,37506.3,1087682.7,11967,11967,58666
35,98031,30602,51.1,4.2,9.5,1.9,33.4,1563762.2,128528.4,290719.0,58143.8,1022106.8,12554,12554,73688
36,98032,29635,39.4,4.7,12.8,2.1,40.9,1167619.0,139284.5,379328.0,62233.5,1212071.5,13752,13752,51696
37,98033,31664,57.7,3.5,11.0,1.6,26.2,1827012.8,110824.0,348304.0,50662.4,829596.8,16133,16133,117653
38,98034,35391,56.7,3.6,11.0,0.9,27.8,2006669.7,127407.6,389301.0,31851.9,983869.8,17481,17481,93520
39,98036,32052,52.4,4.7,10.6,1.7,30.6,1679524.8,150644.4,339751.2,54488.4,980791.2,14437,14437,72573
40,98037,23033,49.1,4.7,11.5,0.9,33.8,1130920.3,108255.1,264879.5,20729.7,778515.4,10514,10514,68715
41,98038,26463,62.0,3.7,10.8,0.8,22.7,1640706.0,97913.1,285800.4,21170.4,600710.1,12190,12190,99098
42,98039,2490,74.7,4.2,5.8,0.3,15.1,186003.0,10458.0,14442.0,747.0,37599.0,1175,1175,186484
43,98040,19841,63.9,6.5,8.3,0.7,20.7,1267839.9,128966.5,164680.3,13888.7,410708.7,9867,9867,136644
44,98042,38158,57.9,4.0,9.7,0.9,27.5,2209348.2,152632.0,370132.6,34342.2,1049345.0,16408,16408,94770
45,98043,17108,48.4,4.6,14.5,1.6,30.9,828027.2,78696.8,248066.0,27372.8,528637.2,8216,8216,69727
46,98045,11297,65.5,1.9,9.6,1.1,21.8,739953.5,21464.3,108451.2,12426.7,246274.6,5254,5254,101078
47,98047,5304,50.6,4.3,10.6,1.5,33.0,268382.4,22807.2,56222.4,7956.0,175032.0,2367,2367,54022
48,98050,461,76.4,0.0,0.0,0.0,23.6,35220.4,0.0,0.0,0.0,10879.6,179,179,134880
49,98051,3138,64.6,2.8,5.4,2.0,25.2,202714.8,8786.4,16945.2,6276.0,79077.6,1382,1382,87283
50,98052,52217,62.7,2.7,7.7,0.7,26.2,3274005.9,140985.9,402070.9,36551.9,1368085.4,26051,26051,117303
51,98053,17051,70.4,4.9,7.5,0.8,16.4,1200390.4,83549.9,127882.5,13640.8,279636.4,8184,8184,123548
52,98055,19382,48.0,5.9,11.0,2.3,32.8,930336.0,114353.8,213202.0,44578.6,635729.6,9256,9256,68638
53,98056,29488,46.6,3.3,11.6,2.6,36.0,1374140.8,97310.4,342060.8,76668.8,1061568.0,13964,13964,78525
54,98057,10785,33.5,5.0,16.1,3.7,41.7,361297.5,53925.0,173638.5,39904.5,449734.5,5937,5937,44291
55,98058,34455,57.5,4.8,10.1,0.9,26.8,1981162.5,165384.0,347995.5,31009.5,923394.0,15758,15758,85717
56,98059,29797,59.9,3.4,8.9,1.0,26.9,1784840.3,101309.8,265193.3,29797.0,801539.3,13423,13423,97407
57,98065,10604,74.7,1.1,7.4,0.1,16.7,792118.8,11664.4,78469.6,1060.4,177086.8,4951,4951,133481
58,98068,284,52.1,3.9,8.5,1.1,34.5,14796.4,1107.6,2414.0,312.4,9798.0,114,114,102500
59,98070,8316,56.0,7.3,14.0,1.7,21.0,465696.0,60706.8,116424.0,14137.2,174636.0,4407,4407,77724
60,98072,18815,59.1,4.2,9.7,0.8,26.2,1111966.5,79023.0,182505.5,15052.0,492953.0,8839,8839,110302
61,98074,20547,73.6,2.3,3.5,0.2,20.4,1512259.2,47258.1,71914.5,4109.4,419158.8,9067,9067,160618
62,98075,18074,74.0,2.0,5.7,0.5,17.9,1337476.0,36148.0,103021.8,9037.0,323524.6,7740,7740,163409
63,98077,11663,67.6,2.0,5.3,0.2,24.9,788418.8,23326.0,61813.9,2332.6,290408.7,4795,4795,144193
64,98087,30277,47.7,2.7,13.7,1.8,34.1,1444212.9,81747.9,414794.9,54498.6,1032445.7,13607,13607,73739
65,98092,35500,52.8,3.4,10.4,1.5,31.8,1874400.0,120700.0,369200.0,53250.0,1128900.0,15985,15985,81211
66,98101,12098,33.1,5.7,10.4,1.4,49.4,400443.8,68958.6,125819.2,16937.2,597641.2,8390,8390,68750
67,98102,23121,29.4,2.0,8.9,1.5,58.3,679757.4,46242.0,205776.9,34681.5,1347954.3,15058,15058,83403
68,98103,45301,38.9,2.5,9.3,0.6,48.8,1762208.9,113252.5,421299.3,27180.6,2210688.8,24189,24189,91740
69,98104,13784,26.1,6.0,12.8,1.4,53.7,359762.4,82704.0,176435.2,19297.6,740200.8,8004,8004,37610
70,98105,42941,26.0,1.4,4.7,0.6,67.4,1116466.0,60117.4,201822.7,25764.6,2894223.4,16007,16007,56015
71,98106,21090,41.3,4.8,13.9,2.3,37.7,871017.0,101232.0,293151.0,48507.0,795093.0,10781,10781,62726
72,98107,21960,37.9,3.1,11.6,0.3,47.2,832284.0,68076.0,254736.0,6588.0,1036512.0,12906,12906,83581
73,98108,19355,44.6,5.5,9.6,1.8,38.4,863233.0,106452.5,185808.0,34839.0,743232.0,8639,8639,55314
74,98109,24984,36.1,2.7,8.9,0.6,51.7,901922.4,67456.8,222357.6,14990.4,1291672.8,15090,15090,95719
75,98110,18942,64.4,4.4,11.6,0.5,19.0,1219864.8,83344.8,219727.2,9471.0,359898.0,9679,9679,109341
76,98112,21337,46.8,2.9,9.0,1.1,40.2,998571.6,61877.3,192033.0,23470.7,857747.4,11264,11264,110051
77,98115,42749,49.3,3.2,8.9,0.5,38.1,2107525.7,136796.8,380466.1,21374.5,1628736.9,21844,21844,100794
78,98116,21886,50.8,4.0,13.6,1.7,29.9,1111808.8,87544.0,297649.6,37206.2,654391.4,12161,12161,100711
79,98117,27628,55.5,3.9,9.2,1.0,30.4,1533354.0,107749.2,254177.6,27628.0,839891.2,14448,14448,102519
80,98118,38377,44.0,5.1,10.8,2.4,37.7,1688588.0,195722.7,414471.6,92104.8,1446812.9,16693,16693,62504
81,98119,22310,39.0,2.6,9.0,1.2,48.2,870090.0,58006.0,200790.0,26772.0,1075342.0,12148,12148,85171
82,98121,15926,33.1,1.1,11.6,1.0,53.3,527150.6,17518.6,184741.6,15926.0,848855.8,11339,11339,94813
83,98122,33749,28.2,2.2,8.6,1.6,59.5,951721.8,74247.8,290241.4,53998.4,2008065.5,17930,17930,72018
84,98125,34579,44.7,5.8,10.6,1.5,37.5,1545681.3,200558.2,366537.4,51868.5,1296712.5,18649,18649,61014
85,98126,18800,48.9,5.0,13.3,1.7,31.0,919320.0,94000.0,250040.0,31960.0,582800.0,10062,10062,73698
86,98133,42048,43.4,6.2,13.6,1.3,35.5,1824883.2,260697.6,571852.8,54662.4,1492704.0,21642,21642,60409
87,98134,827,9.7,8.8,12.9,1.0,67.6,8021.9,7277.6,10668.3,827.0,55905.2,207,207,58125
88,98136,13878,52.2,4.0,13.2,0.8,29.8,724431.6,55512.0,183189.6,11102.4,413564.4,7461,7461,97673
89,98144,26303,39.1,4.5,11.8,1.9,42.7,1028447.3,118363.5,310375.4,49975.7,1123138.1,13021,13021,71628
90,98146,22249,47.7,3.6,10.8,2.4,35.4,1061277.3,80096.4,240289.2,53397.6,787614.6,9908,9908,61160
91,98148,9004,45.9,6.1,11.7,2.4,33.9,413283.6,54924.4,105346.8,21609.6,305235.6,4463,4463,53342
92,98154,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
93,98155,28647,53.4,5.2,10.6,1.6,29.2,1529749.8,148964.4,303658.2,45835.2,836492.4,13377,13377,81405
94,98158,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
95,98164,127,64.6,0.0,23.6,0.0,11.8,8204.2,0.0,2997.2,0.0,1498.6,85,85,250000
96,98166,17629,51.3,5.2,12.7,1.3,29.4,904367.7,91670.8,223888.3,22917.7,518292.6,8472,8472,76658
97,98168,25472,46.1,5.2,10.7,2.3,35.6,1174259.2,132454.4,272550.4,58585.6,906803.2,11236,11236,53992
98,98174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
99,98177,17277,55.2,6.3,10.7,0.9,26.8,953690.4,108845.1,184863.9,15549.3,463023.6,8312,8312,100036
100,98178,21778,43.1,6.1,10.8,2.5,37.5,938631.8,132845.8,235202.4,54445.0,816675.0,9500,9500,72478
101,98188,21009,43.5,5.6,10.4,3.0,37.4,913891.5,117650.4,218493.6,63027.0,785736.6,9517,9517,50231
102,98195,52,0.0,21.2,0.0,0.0,78.8,0.0,1102.4,0.0,0.0,4097.6,0,0,0
103,98198,30687,45.8,6.3,12.3,2.1,33.5,1405464.6,193328.1,377450.1,64442.7,1028014.5,13549,13549,59843
104,98199,17925,56.6,3.7,8.5,0.7,30.4,1014555.0,66322.5,152362.5,12547.5,544920.0,9518,9518,103309
105,98201,24634,36.5,5.6,19.6,2.0,36.4,899141.0,137950.4,482826.4,49268.0,896677.6,12735,12735,47796
106,98203,28691,47.5,4.5,14.7,2.0,31.2,1362822.5,129109.5,421757.7,57382.0,895159.2,13372,13372,66950
107,98204,32267,38.5,4.8,16.7,2.7,37.3,1242279.5,154881.6,538858.9,87120.9,1203559.1,16484,16484,48881
108,98205,10502,60.4,2.6,11.3,1.2,24.5,634320.8,27305.2,118672.6,12602.4,257299.0,4787,4787,85300
109,98207,1400,15.4,0.0,2.4,0.1,82.1,21560.0,0.0,3360.0,140.0,114940.0,0,0,0
110,98208,47113,51.1,3.7,12.0,1.8,31.3,2407474.3,174318.1,565356.0,84803.4,1474636.9,20261,20261,82957
111,98220,509,27.5,0.0,0.0,21.0,51.5,13997.5,0.0,0.0,10689.0,26213.5,220,220,51250
112,98221,18079,59.9,7.1,12.6,1.5,19.0,1082932.1,128360.9,227795.4,27118.5,343501.0,9379,9379,65026
113,98222,56,82.1,10.7,3.6,0.0,3.6,4597.6,599.2,201.6,0.0,201.6,34,34,0
114,98223,34415,58.0,5.3,11.4,1.1,24.1,1996070.0,182399.5,392331.0,37856.5,829401.5,15718,15718,76555
115,98224,235,37.0,8.1,31.1,1.3,22.6,8695.0,1903.5,7308.5,305.5,5311.0,137,137,33958
116,98225,45308,30.8,3.7,9.9,1.2,54.5,1395486.4,167639.6,448549.2,54369.6,2469286.0,20589,20589,41536
117,98226,34313,49.8,5.4,11.6,1.4,31.8,1708787.4,185290.2,398030.8,48038.2,1091153.4,16588,16588,61658
118,98229,26305,50.3,3.9,10.4,2.1,33.3,1323141.5,102589.5,273572.0,55240.5,875956.5,12676,12676,60197
119,98230,13718,59.3,5.0,13.3,2.0,20.4,813477.4,68590.0,182449.4,27436.0,279847.2,7095,7095,64164
120,98232,3672,67.7,2.0,15.0,0.1,15.2,248594.4,7344.0,55080.0,367.2,55814.4,1805,1805,71875
121,98233,12145,52.2,6.2,13.0,2.0,26.7,633969.0,75299.0,157885.0,24290.0,324271.5,6124,6124,56875
122,98235,77,61.0,6.5,16.9,15.6,0.0,4697.0,500.5,1301.3,1201.2,0.0,60,60,23125
123,98236,5291,62.2,6.4,11.7,0.3,19.4,329100.2,33862.4,61904.7,1587.3,102645.4,2671,2671,67594
124,98237,3584,48.6,6.8,18.1,1.3,25.3,174182.4,24371.2,64870.4,4659.2,90675.2,1681,1681,52235
125,98238,11,100.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,5,5,0
126,98239,6227,65.2,7.0,12.4,1.4,14.0,406000.4,43589.0,77214.8,8717.8,87178.0,3296,3296,64412
127,98240,2439,65.0,2.9,11.1,1.9,19.1,158535.0,7073.1,27072.9,4634.1,46584.9,1098,1098,67989
128,98241,1740,41.5,4.3,20.1,4.1,30.0,72210.0,7482.0,34974.0,7134.0,52200.0,870,870,46591
129,98243,491,76.0,2.9,6.3,2.6,12.2,37316.0,1423.9,3093.3,1276.6,5990.2,248,248,97885
130,98244,2449,48.1,3.7,15.6,0.9,31.8,117796.9,9061.3,38204.4,2204.1,77878.2,1167,1167,60464
131,98245,3357,51.1,5.9,17.8,2.0,23.3,171542.7,19806.3,59754.6,6714.0,78218.1,1850,1850,48396
132,98247,7970,58.5,3.3,9.1,2.7,26.4,466245.0,26301.0,72527.0,21519.0,210408.0,3368,3368,58036
133,98248,19291,56.4,3.9,11.4,1.1,27.2,1088012.4,75234.9,219917.4,21220.1,524715.2,8853,8853,65514
134,98249,3714,59.2,7.8,13.4,1.8,17.9,219868.8,28969.2,49767.6,6685.2,66480.6,1977,1977,59935
135,98250,6887,57.2,5.6,14.8,1.1,21.2,393936.4,38567.2,101927.6,7575.7,146004.4,3592,3592,64601
136,98251,3450,54.6,4.4,11.1,2.8,27.0,188370.0,15180.0,38295.0,9660.0,93150.0,1780,1780,70156
137,98252,7974,55.5,5.1,13.5,2.7,23.3,442557.0,40667.4,107649.0,21529.8,185794.2,3740,3740,78000
138,98253,1409,64.0,10.4,10.3,0.0,15.3,90176.0,14653.6,14512.7,0.0,21557.7,804,804,60132
139,98255,110,37.3,6.4,29.1,0.0,27.3,4103.0,704.0,3201.0,0.0,3003.0,61,61,31750
140,98256,339,49.6,2.1,16.2,0.6,31.6,16814.4,711.9,5491.8,203.4,10712.4,172,172,56667
141,98257,3484,53.6,9.2,14.7,1.1,21.3,186742.4,32052.8,51214.8,3832.4,74209.2,1761,1761,58750
142,98258,25547,55.6,2.8,14.0,1.1,26.6,1420413.2,71531.6,357658.0,28101.7,679550.2,11236,11236,86012
143,98260,4964,64.2,7.1,12.6,1.7,14.5,318688.8,35244.4,62546.4,8438.8,71978.0,2663,2663,63613
144,98261,2306,65.1,5.1,11.2,1.0,17.6,150120.6,11760.6,25827.2,2306.0,40585.6,1258,1258,59643
145,98262,836,48.1,7.1,24.4,0.0,20.5,40211.6,5935.6,20398.4,0.0,17138.0,452,452,60192
146,98263,78,44.9,7.7,7.7,0.0,39.7,3502.2,600.6,600.6,0.0,3096.6,36,36,83500
147,98264,15948,61.8,5.5,10.3,0.5,21.9,985586.4,87714.0,164264.4,7974.0,349261.2,7351,7351,62810
148,98266,3130,43.1,4.8,13.5,2.6,36.1,134903.0,15024.0,42255.0,8138.0,112993.0,1488,1488,38382
149,98267,395,40.5,15.9,12.2,1.8,29.6,15997.5,6280.5,4819.0,711.0,11692.0,211,211,12034
150,98270,39762,51.4,6.0,13.1,1.2,28.3,2043766.8,238572.0,520882.2,47714.4,1125264.6,17652,17652,73803
151,98271,22618,55.0,4.9,12.7,1.1,26.2,1243990.0,110828.2,287248.6,24879.8,592591.6,10497,10497,72732
152,98272,24819,50.3,3.6,11.7,1.4,32.9,1248395.7,89348.4,290382.3,34746.6,816545.1,9479,9479,85029
153,98273,23754,51.4,4.1,13.2,1.5,29.9,1220955.6,97391.4,313552.8,35631.0,710244.6,10886,10886,53439
154,98274,14104,58.3,6.1,12.5,1.4,21.7,822263.2,86034.4,176300.0,19745.6,306056.8,6690,6690,65495
155,98275,17364,57.5,3.9,12.4,0.5,25.7,998430.0,67719.6,215313.6,8682.0,446254.8,8165,8165,100450
156,98276,394,64.7,2.5,8.4,0.8,23.6,25491.8,985.0,3309.6,315.2,9298.4,170,170,75000
157,98277,30305,59.4,5.2,10.9,1.6,22.9,1800117.0,157586.0,330324.5,48488.0,693984.5,15859,15859,54690
158,98278,1796,6.6,0.0,0.0,0.0,93.4,11853.6,0.0,0.0,0.0,167746.4,0,0,0
159,98279,586,60.4,8.9,10.4,0.7,19.6,35394.4,5215.4,6094.4,410.2,11485.6,315,315,52212
160,98280,431,59.2,5.3,17.4,0.5,17.6,25515.2,2284.3,7499.4,215.5,7585.6,240,240,62083
161,98281,1165,53.2,7.4,11.6,2.2,25.6,61978.0,8621.0,13514.0,2563.0,29824.0,681,681,46298
162,98282,13944,63.8,5.3,11.3,1.0,18.5,889627.2,73903.2,157567.2,13944.0,257964.0,6757,6757,74221
163,98283,252,59.1,3.2,16.7,0.8,20.2,14893.2,806.4,4208.4,201.6,5090.4,140,140,0
164,98284,21087,50.3,4.3,13.9,1.5,29.9,1060676.1,90674.1,293109.3,31630.5,630501.3,9219,9219,57089
165,98286,160,56.3,9.4,12.5,0.0,21.9,9008.0,1504.0,2000.0,0.0,3504.0,88,88,63750
166,98288,143,29.4,9.8,33.6,2.1,25.2,4204.2,1401.4,4804.8,300.3,3603.6,93,93,38906
167,98290,27359,58.0,4.9,13.0,1.3,22.8,1586822.0,134059.1,355667.0,35566.7,623785.2,12285,12285,86696
168,98292,18124,60.1,5.8,10.5,1.4,22.2,1089252.4,105119.2,190302.0,25373.6,402352.8,8354,8354,77163
169,98294,5879,48.0,5.2,11.2,0.7,34.9,282192.0,30570.8,65844.8,4115.3,205177.1,2735,2735,63370
170,98295,1923,58.3,4.1,13.2,0.5,23.9,112110.9,7884.3,25383.6,961.5,45959.7,906,906,52381
171,98296,23486,61.5,3.5,9.2,1.3,24.5,1444389.0,82201.0,216071.2,30531.8,575407.0,9940,9940,119044
172,98297,51,86.3,0.0,0.0,0.0,13.7,4401.3,0.0,0.0,0.0,698.7,28,28,34000
173,98303,1292,65.4,5.7,9.9,2.0,17.0,84496.8,7364.4,12790.8,2584.0,21964.0,670,670,65938
174,98304,624,54.8,7.2,14.7,0.0,23.2,34195.2,4492.8,9172.8,0.0,14476.8,313,313,53250
175,98305,280,41.8,15.0,14.3,0.0,28.9,11704.0,4200.0,4004.0,0.0,8092.0,151,151,0
176,98310,17585,42.5,7.7,16.6,0.8,32.4,747362.5,135404.5,291911.0,14068.0,569754.0,8906,8906,53029
177,98311,22825,53.7,4.8,10.0,1.8,29.6,1225702.5,109560.0,228250.0,41085.0,675620.0,10164,10164,72840
178,98312,25177,52.5,4.3,14.7,2.5,26.0,1321792.5,108261.1,370101.9,62942.5,654602.0,12835,12835,60315
179,98314,2228,2.4,0.0,2.2,0.0,95.4,5347.2,0.0,4901.6,0.0,212551.2,13,13,218750
180,98315,4851,48.5,0.0,1.1,0.4,49.9,235273.5,0.0,5336.1,1940.4,242064.9,1269,1269,52153
181,98320,1045,49.4,12.8,18.1,2.1,17.6,51623.0,13376.0,18914.5,2194.5,18392.0,540,540,45357
182,98321,12451,53.0,4.5,13.2,1.6,27.7,659903.0,56029.5,164353.2,19921.6,344892.7,5381,5381,80077
183,98323,601,54.9,5.0,9.7,0.7,29.8,32994.9,3005.0,5829.7,420.7,17909.8,263,263,71354
184,98325,1312,71.0,0.0,10.7,0.7,17.6,93152.0,0.0,14038.4,918.4,23091.2,624,624,54697
185,98326,603,28.9,3.3,20.6,2.8,44.4,17426.7,1989.9,12421.8,1688.4,26773.2,275,275,36950
186,98327,6612,67.3,3.9,9.6,0.8,18.3,444987.6,25786.8,63475.2,5289.6,120999.6,3405,3405,78326
187,98328,7830,60.7,6.2,9.7,0.6,22.9,475281.0,48546.0,75951.0,4698.0,179307.0,3810,3810,62768
188,98329,9121,58.4,4.0,13.4,1.8,22.4,532666.4,36484.0,122221.4,16417.8,204310.4,3857,3857,79253
189,98330,100,0.0,0.0,53.0,14.0,33.0,0.0,0.0,5300.0,1400.0,3300.0,67,67,0
190,98331,5384,42.2,6.3,15.0,2.4,34.0,227204.8,33919.2,80760.0,12921.6,183056.0,2542,2542,38359
191,98332,14599,60.9,7.0,10.0,1.1,21.1,889079.1,102193.0,145990.0,16058.9,308038.9,6445,6445,97618
192,98333,3202,64.8,4.5,9.9,0.7,20.0,207489.6,14409.0,31699.8,2241.4,64040.0,1426,1426,93043
193,98335,20505,60.0,5.7,10.9,1.0,22.4,1230300.0,116878.5,223504.5,20505.0,459312.0,9749,9749,87522
194,98336,736,50.5,7.3,19.4,7.6,15.1,37168.0,5372.8,14278.4,5593.6,11113.6,397,397,39315
195,98337,6121,31.1,3.2,17.5,3.1,45.1,190363.1,19587.2,107117.5,18975.1,276057.1,3225,3225,38945
